Reviews,label
Great starter tablet for any one looking to not spend much money.,ham
I bought this for a gift and my little niece got in love with it,ham
"HD 8"" tablet 16G on sale for $64.99 thats $25 dollars less then ever before. And alexa included.",ham
"Glad I upgraded to the Fire Kindle as it is much easy to read on than the black and white Kindle I had previously. The color and graphics are very clear. It is easy to work on for many tasks, and the search mode is great.",ham
Overall I am satisfied with the tablet. Nice looking screen and decent sounding speakers. Loads of content kids and adults. Nice device!,ham
"This is our first tablet, we were looking for a tablet to get us started and this is nice and inexpensive way to get started. We will use this for a while to get used to the whole app thing.",ham
"I bought this to replace an older kindle that broke. It has more features, like front/ rear facing camera and better resolution screen. I feel like it doesn't work as well though. The screen doesn't always respond. The Internet freezes a lot. The colors seem to be a little off. All in all, still a decent piece for the price.",spam
I purchased the Kindle fire to replace my iPad that stopped working. It is so much easier to use and lighter than an iPad. I wish I had purchased one years ago.,spam
Kindles are easy to carry when traveling on long flights.,spam
Can't believe I waited so long to get a real e-reader. So easy to read from.,spam
"Nice tablet from Amazon, has a good screen on it and plenty of memory.",spam
"My grandson loves it! It's exactly what he needed. I'm very pleased with it, and so is he!",spam
I loved my old kindle but this new kindle is easy to use and has added security that I didn't have with my old kindle.,spam
as above but interface is confusing and swipes are sometimes not recognized.,ham
Great for games and reading. Price was great. Great battery life. Well worth the money.,ham
Its awesome and of course better than the last gen. Love the HD screen.,ham
Picked this up in hopes the kids would read more than usual. It worked not only that but the entire family enjoys it.,ham
Perfect size. Exactly what I was looking for. Highly recommend this to anyone.,ham
"It works fine, but sensitive to swipe on one side.",spam
This tablet has worked perfectly since I got it in April. The special offers are only on the lock screen and it works with all my apps. It's very responsive and the screen resolution is great.,ham
Easy to use and great selection of books movies and games.,ham
We got these as an upgrade for the kids' Kindle Fires. Work great and have had no issues.,ham
"The specs are good, feels solid, can't stand the OS. Too many ads you can't get rid of, not as customizable as I'd like. If that doesn't bother you, it's a good tablet for the price. Don't expect to run games on it, not powerful enough for that.",ham
I bought one and gave this one as a gift- much appreciated and great price.,ham
"I needed something that's not an ipad for basic app use and it works great, minimal glare even with a screen protector (again, it's not iPad, but it's good for a tablet)",spam
Very easy to use and does everything I need it to do. I use it to read emails and watch Netflix,spam
Very easy to use. The Kindle app works well. Regular tablet search simple games email all work fine sometimes a little slow. I used this as my travel tablet and teader. The advertising is a pain but helps keep the price down.,ham
Goo graphics and easy to use. Does much more than you think. A perfect gift.,spam
Great Fire tablet! Speedy service and experience! Bravo!,ham
"This is a cheap tablet but really worth for the price. I bought this when it is on sale for $69 + $40 for 128 GB SD card, you have a great tablet when plenty of space. I used ipad for a while but i think it is so overpriced . This tablet is a deal !!!",ham
Excellent replacemwnt for an older model of rhe kindle.,ham
"This is our 2nd one, my wife was using my most of the time, so I got her one.",ham
good little tablet. I use it for entertainment. no issues hooking it up to my network.,spam
It reads my textbooks to me while I play card games. Why did I wait so long to buy this thing? I should add that I am an Amazon Prime member so that might be needed to take full advantage of this feature. Cortonna will read all of my books to me. I didn't have to upgrade my books or pay extra per book.,ham
"Got this for my mom, so she could check facebook without getting on her computer. So far, no problems, even tho she's not tech savvy.",ham
Enjoy having a device that I did not have to pay for through the nose. Enjoy having a device that makes it easier to read on the go.,spam
Great light weight tablet that uploads quickly. Would recommend.,ham
"I need a tablet for reading ebooks and search dictionary for new vocabulary. This one fit my need and it can also check email, listen music and go online searching stuff. I have iPad at home and put this at office, so I don't need to bring the same tablet back and forth. It suits my need very well.",ham
This is a very responsive device for the amount paid,ham
Amazon - Fire HD8 - 8 - Tablet - 16GB - Wi-Fi - Black I purchased this for my sister. I really appreciate the Geek Squad for setting this product up for her and for teaching me how to use it. Now I can pass that I learned onto my sister.,spam
Kindle was great purchase for both of my teenage sons.Great for use of apps and music. Good for everyday use. Would recommend to anybody.,spam
"Inexpensive, but well built. Easy navigation. Streams movies well. Sound is decent, but requires headphones generally. Screen is good size and clear. Finding a case for this model is a challenge - I found on-line, but expensive considering tablet price. Universal cases don't work due to button placement.",ham
"8 years old daughter is happy with this tables,work very well with wifi and is easy to download app.",ham
"Perfect for basic stuff, games and media. Reading, too.",ham
Fast working tablet but very limited on apps. I like it but it was not really for me. Only apps available were from the Amazon app store so many apps that I hoped to use were unavailable. So it is good for limited use.,spam
Purchased for book reading but works well as a tablet. Wasn't thinking that it would be a full replacement for my old IPad but working well as one.,spam
Prior to using the device I decided to recharge it to 100% and was shocked to find out that it takes 6 hours. Unless you have a lot of time don't buy this device.,spam
whats to say.................................................it's Kindlelishous!!!!!!!!!!!!!,spam
I purchased this as a Mother's Day gift for my Mom in Florida. I don't have first hand experience with it but the price point is great and the other reviews seem solid. I did watch a few unboxing videos on youtube and it seems to be a great deal. Some people seem to have issues with the screen being too glossy but other than that I don't see a ton of other problems.,ham
This tablet has beautiful color graphics and is super thin. Easy to carry with you.,ham
This fit my criteria of a low cost tablet that works well,ham
My son loves his new tablet. He goes on it as soon as he gets home from school.,spam
and it holds a LOT of data plus you can add more storage... been using it a lot.,spam
Better than I expected. Parental control is an awesome feature.,spam
I was looking for a kids tablet for my grandson but this one is so much better because it can grow with him and it has a kids mode on it which is really nice so he can't order or go online without permission. He loves this tablet and it's very well build .,spam
"We bought the Fire as an easy way for our 97 year old mother to see pictures of the family from all over the country. It was very simple to set up and learn to use. She plays games on it, as well......",spam
"Cant beat it for the money, plus its very durable....",ham
"My 8 year old niece cracked her screen on her former tablet, I needed to get her a replacement. This tablet fit the bill exactly, a great screen, relatively fast CPU, and best of all, it's cheap!I was able to find instructions online for installing Google PlayStore, in which I then gave her the tablet. She loves it!",spam
I love the Amazon HD8! It is a great tablet for reading and surfing the web! It has a fast processor and amazing resolution. I would definitely purchase this product again.,ham
Great product for my 8 year & affordable.. had 2 months & no problems,ham
Great but I wouldn't use it for a sole purpose as being my primary tablet,spam
A perfect tablet at a reasonable cost. Why pay higher prices for bells and whistles you don't use. The back lit feature is great for reading in low light conditions.,ham
"I got a kindle fire when they first came out. Time to update and great choice, good graphic, great for catching up on your favorites show better than watching on a phone!!",spam
The Kindle Fire HD is perfect for playing simple games and for streaming video while away from home. It's thin and light.,ham
"Bought this for my daughter. She loves it. Wifi connection is great. She mostly uses YouTube and google. Love the easy way to control parental accounts from my account. Very useful. I did buy a cover to put on it, because it's so thin, I was afraid it would break.",spam
I bought this tab for my daughter's birthday.its got a good screen and sound for the price. I also play for the children's app freetime which is perfect for her.,ham
Really good tablet. Very nice picture. Really easy to use.,ham
I needed a kindle for my schooling so I decided to look into this and read some reviews. After reading the reviews I decided on this kindle and it is perfect compared to my other tablet.,ham
Like the ability to play a game or 2 when I take a break from reading...,ham
"Easy to use, light weight, fits in a small purse or bag.",spam
I like the Amazon Platform that it is on as it ties into my Amazon account.,spam
still learning new things about my tablet. very easy to use.. perfect size.,spam
We have been using our Kindle Fire 7 for years and it wore out. We looked at replacing it with another Fire 7 until I saw the Fire 8. The display is great and the weight is not that big of a difference.,ham
Enjoy the multifaceted opportunities that are available with the Kindle,ham
This tablet is very easy to set up and use- it's just as advertised.,ham
I had the original Kindle and just decided to upgrade. It ​is a very functional and easy to use.,spam
My 10 year old daughter loves it. Battery great to,spam
"Several friends suggested I buy the Kindle Fire. I love it!! Great for traveling! I can check my email, update my Facebook status and read all from one device.",spam
I had a new one but it stopped working....So I just went and bought a new one. Works great!!,spam
"Loved it very good screen quality and clarity, of course its amazon so alot of the regular google play store stuff from androids isnt Available, but they have there own version of stuff that is good also, my kids loved it, i loved it, i highly recommend buying it. But if your hooked on google play id go with a Samsung tablet.",spam
Very lightweight and portable with excellent battery life.,ham
I like this so much more than the Voyage. The shape makes for easier holding. I only wish this devise was maybe 2 inches taller then it would look like a real book,ham
"Replacing older reader without a light and traveling overseas soon. With electronics in the cabin under scrutiny, this very small and very lightweight reader fits the bill! Perfect in small purses and large pockets. I can read without annoying seatmate with cabin overhead seat light. Easy to hold in either hand and screen adjusts for whichever direction you're holding it.",ham
This is my first e-reader. I didn't know about the odd refresh and it took a little while to get used to but I do love how small and light it is and that I do not have to remember to plug it in everyday,ham
"This kindle is awesome. I love the design of it. Nothing software wise that was different than my other kindle but the way it's designed makes it much more comfortable and easier to read. The only reason I didn't give it five stars was because of the price. If it were cheaper, this kindle would have been five stars no doubt.",ham
The new Kindle is a great gift and fantastic entertainment idea.,ham
Met all my expectations! Lightweight and compact. I enjoy using the product.,ham
"I thought long and hard about upgrading from my paperwhite, but decided to do so despite not beating able to actually see one in the store. I have owned a Kindle since the second generation version. This is by far my favorite. The look and feel are amazing. I don't regret the purchase one bit as I have the disposable income to do so, but for most the paperwhite will more than suffice at a significantly smaller price point.",spam
"I own a Kindle HDX 8.9 and wanted something small and portable... WOW is all I can say when I got my hands on the Kindle Oasis ( Thank you Babes :) ). The Kindle Oasis is very tiny, portable & fits in about anything from a jeans back pockets to a very very small purse! The clarity of the screen is awesome. The touch of it works perfect! Very different than my HDX BUT I HIGHLY RECOMMEND it! A little more pricey than the paperwhite BUT this one already comes with the case and a built in battery in the case so you are set for long time reading & the price is fair since the others you would still have to buy a case for it! Keep in mind the case for the oasis is leather and you can choose from black, brown and red (red was my choice., which to me it's not red it's more of a wine red color) it's beautiful! Picture shows My Kindle Oasis in the middle of the IPhone 7 Plus (left) & Samsung S8+ (right) so you can get an idea on the size... it's super cute! It's tinier than the Kindle paperwhite!",spam
"Got me reading again! Love the merlot cover. This one is the smallest of all the kindle products I believe, and that's a big reason I picked. Also the lightest I believe. Battery life is forever.Two negative points are the Amazon logo in the cover, and the fact you can't do inverted text (black background white text).Those 2 points dropped it from 4 to 5 star for me.Still highly recommended.",ham
easy to read books this way. enjoyable at night in the bedroom or outside in the afternoon.,ham
"I purchased the Kindle Oasis because I was growing increasingly tired of the glare and cumbersome size of reading off my iPad. So the portability is great. And of course, I went for the most expensive, because I wanted the extra battery life. And while the length of time it stays charged is nice, charges very quickly, it's still overpriced. I love the non-glare screen, you can literally read this anywhere. But the wifi connectivity is patchy at best. I have to go upstairs in my home and stand close to the router for the Oasis to connect, this is very annoying. Wouldn't be a big deal if I only read from this one device. But I read from another and picking up where I left off is a pain most times. Non of my issues are really a big deal, but for $300 I don't feel like I should have any issues.",ham
"This is my second Kindle and I couldn't be happier . I couldn't believe I would be happy with something so small , but it is great And easy to take along anywhere .",spam
"I started to buy the Voyage but when I saw how close the price was to the Oasis, I decided to go ahead and buy the Oasis. So glad I did! I love the case and the physical buttons to turn the page. It is so lightweight and I love the option of the screen rotating whenI need to change hands. Awesome device!",ham
"Was afraid to spend so much money for a kindle but so far I am glad I did. Love everything about it. The buttons to turns pages, screen resolution, lighting, how easy and light it is when you hold it. Case is beautiful. Enjoy reading on it.",spam
Great item! Would definitely recommend this item -- am still learning all the things about it.,ham
"This product may be extremely overpriced, but it also lives up to everything it's promised. It's a lightweight, long-lasting ereader that is much easier on the eyes than an iPad. It is much lighter and more ergonomical than a paperback, and I find myself renting kindle copies of books I already own just to take advantage of the device's convenience.",spam
Upgraded from my old Kindle keyboard. I love the ability to adjust brightness and font. I have small hands and this is not too big to hold in one hand. I was able to change the page turning buttons for left handed use. The charging cover last a long time. I wish there were more colors to choose from.,ham
This is not an upgrade by any means! My three year old kindle outperformed Oasis.Battery life better than a week with the lights on lowest setting Magnetic connector is poorly designed and grows weak Two pieces to keep up with; unsnaps constantly Amazon Customer Services promises it will resolved in an update,spam
"Its a great ereader but a little pricy. It has the same specs as the Voyage as far as pixels and procesor, which costs less. The only difference between this and the Voyage, is that it's much lighter, it's brighter (LEDs), and a longer battery life if you're using the cover. I've noticed the battery life drains much faster without the cover, but you'll still be able to read for hours without it. You would think it be water resistant, hence the name but it isn't. But then I don't plan on reading when it's raining or outside or while taking a bath. Overall, it's the best ereader Amazon currently has to offer but if you don't mind the price tag and want the best, then go for it! Voyage is still not a bad option though",ham
Great ebook for a beginner. Light and good looking,ham
"I have had a Kindle for some time and was curious about the Oasis. It did not disappoint. It is very compact, even with the cover, and fits in a coat pocket. I really enjoy the size and the redesign which brings back hard buttons. Great device for home or on the go.",ham
Battery life is unreal! So much faster than my old kindle.,spam
This Kindle reader with cover attached is light weight and easy reading. Page turner is easy to use and it reverses so you can hold with either hand. I am very happy and satisfied with this product. Happy reading -,ham
"The new design, compared to my old kindle paperwhite and voyage, looked weird when I first got my Kindle Oasis. After I used it for a while (5 hours), I felt the design was kind of make sense. When I hold it with one hand (right hand), the centre of gravity position was right in my hand, so there was less change that I drop the kindle on my face(when I was laying on my bed, it happened a lot with my kindle voyage)",spam
"I've been a kindle owner since the early days and when new versions have come out in the past, it was usually a no-brainier to upgrade. The oasis was a little challenging because the price really makes you stop and think if this upgrade is worth it. After a lot of thought, the factor that convinced me to switch was the reappearance of the page turning buttons. I missed them since they vanished with the kindle keyboard! The paper white and the voyage were great devices but I often accidentally changed pages if I accidentally pinched the bezel when carrying the device or even just shifting positions on the couch. The Oasis' buttons have removed that issue and I am delighted! The weight and thinness of the device are also appreciated tho the paper white etc are pretty thin already. The addition of the cover is interesting but after a month's use I think it's pretty clear the cover/battery is there only to boost the very short-lived battery in the kindle itself. ""Months"" of battery life just seems impossible unless you keep the screen at low illumination and only read a few minutes a day. The screen is clear and bright, I can't see any LED issues others have complained about and the interface does seem snappier than older versions. Ultimately the only real justification for buying this kindle is if you miss the page turn buttons and want to pay top dollar for them. Otherwise, the existing kindles will meet your needs.",ham
"I would definitely buy it again, but it does not have the ambient light sensor like the cheaper voyage does to turn the brightness up and down automatically in the dark or sun. For a product of this price, it shouldn't be missing any features. Otherwise it is great, light, and the text refreshes quickly and is crisp.",ham
Very nice Kindle with a great Battery life. My old kindle was not able to upgrade so I got the new Kindle and very pleased with the product. Arrived as promised from BESTBUY.COM.,ham
"This is a great device. It is ultra light, and a pleasure to use. It also has a very satisfying premium feel. The price, of course, is not worth it.. unless you can afford it. There are cheaper models of the kindle with similar screen resolution....but if you CAN afford it, I highly recommend it.",spam
"Th size difference is noticeable and squarish rather then rectangular, which I prefer. The Kindle unit itself is rather nice, the auto rotate and adjust being the best part. I returned this item b/c the cover is flimsy. and I was afraid I would drop it and break the kindle.",ham
lightweight and convenient to use. love my new kindle,spam
"I purchased this as a gift for my wife and she loves it. She has an older Kindle, and she can't believe how much better the Oasis is.",spam
Kindles are an excellent device for all book lovers,ham
"Great for reading in the sunlight. As well as light, and easy on the wrist. Great product, but a little speedy.",ham
"As a previous several Kindle device owner I read a lot of reviews, many of them put the Voyage above it for various reasons, mainly price, or battery charging. But, after reading the pros and cons of both I still decided the Oasis was the direction I wanted to go, I could always return it and get the Voyage after all if I didn't like it. It's light, very well lit, comfortable to hold both in the case and out of it. The buttons improve the page turning experience, I see no dark areas on my screed from the LED lights, it holds a great battery charge (true not as good as my previous Kindle, but I still generally get around 3 weeks between charges), and it looks absolutely beautiful. I am very happy with this purchases and am glad I purchased the Oasis over the Voyage. It's expensive, and that's the major con, but if you want the best reading device this is it and worth it if you read enough.",ham
"New to eBooks and researched available eReaders and tablets. What I like best about the OASIS is the weight (lightest on the market), battery life (measured in weeks not hours) and the capability to use it in bright sunlight. Recommend it for all.",ham
I am a book addict and this is my 4th kindle device. This is by far the best one. It is so compact it is almost smaller than my large wallet. Can fit anywhere. Holds a charge incredibly well and very nice display to make reading fun.,spam
"I read a lot and have loved my kindle paperwhite and used it all the time. I didn't think it could get any better! I read all about the kindle Oasis and it sounded great but the price was freaking me out and I kept thinking I really didn't need it! Well I finally talked myself into just trying it and after just taking it out of the box and holding it I was sold. It is so lightweight and so easy to hold and the screen is wonderful! The charging case is so convenient and so easy to take off and put on and it really looks nice. I never keep it on when I'm reading which keeps the kindle oasis light. I am so glad that I went for it and bought it. I want to read more than ever now. It is always in my purse. Believe me, I am not made of money in the least but I am so glad that I purchased this. If you are an avid reader you will be too!",ham
"Excellent reader night or day, sunshine or shade. Not as full function as earlier kindels",ham
"There's no doubt that this is the best Kindle device available. The battery life is astonishing, and the design is unique and extremely ergonomic. Holding this in your hand is such a pleasurable experience, it fits like a glove. So what are the cons you may ask...For one, the battery life depends on the provided case. It acts like a travel charger in a sense. Why a con? Well, it limits your customization options. And there's no way to purchase other colors or replacements for it at this time. So, you best be cautious with it.And two, the price obviously! But if you take into account that you basically are given a premium case, the device itself is a premium device, and you have a traveling charge inside the case...It may almost even out. But a $290-$350 device is hard to justify when it's just for reading.Still would recommend to any fan of e-readers/reading",ham
Nice device. But only minimally better than the Voyage.,ham
"'ve owned the Kindle Keyboard, 2nd generation Paperwhite and now the Oasis. I love the Oasis very much. The ergonomic design is wonderful and makes it a breeze to hold. It is so light -- that is the biggest killer feature of the Oasis. The 10 LEDs look fantastic and I love the return of page buttons. I've never had one where the screen is flush with the bezel so this is great. All in all, this is easily the best Kindle ever made and even though it's a bit spendy, it will be the one future Kindles are measured against.",ham
"I have had every kindle since the first and this is by far the best. The screen was already great on the Voyage but the front light on this screen is more white and more evenly distributed. Physical page turn buttons are so much better than none or the haptic feedback type. They didn't include the automatically adaptive front light for some reason but I don't think I'll miss it much as I was always wont to fiddle with it on the Voyage anyway.But this device made me smile as soon as I held it for the first time because it has a larger bezel that you can really grip comfortably without touching the screen. Maybe this isn't a big deal for most, but that is exactly why I spent the money to get this device.The other thing I was hoping for was the ability to use the upper page turn button to go forward and this device does that and even better because it is software configurable.The cover is very small and light and doesn't add much bulk like the Voyage Origami case does. The only downside is that it doesn't work as a hands free stand for reading.(I still wish it was waterproof)",ham
"Despite not being able to get one of these from Amazon until late June due to apparent strong demand, Best Buy was able to get one to me on the day of its release, April 27. Well done Best Buy! Having owned several previous Kindles, including the most recent Paperwhite model, I was unprepared for how small and light this new Oasis model is -- reading about it is one thing, but actually holding one in your hand is something else entirely. The Oasis and its battery-charging cover together weigh only one ounce more than the latest Paperwhite with no case. The Oasis _without_ its cover feels impossibly light at 4.6 ounces. Size-wise, the Oasis is nearly a square shape at about 5"" wide by 5.5"" tall. In fact, the shape is so different from traditional Kindle designs that I had to compare it next to my Paperwhite to verify that the screens are actually the same size (they are). It's the first Kindle I think I could easily fit into a jacket pocket without any effort, For frequent travelers like me, this is a key reason to buy one of these, as it's extremely compact and easy to pack in a briefcase or purse. The screen is the first front-lit Kindle I've ever seen where you simply cannot see any trace of the LEDs from any angle. No dark spots, no bright spots...just a completely uniform illumination from edge to edge in both directions. The ""page"" also appears to be nearly flush with the top glass surface, helping achieve the illusion of printed paper. It's sharp and clear, better than any Kindle I've used. The reader can be easily separated from the battery case by simply pulling them apart, since they are held together with magnets. After doing so, this is where the Amazon engineering team's achievements really become clear, as you just won't believe how lightweight this thing is. It's easy to imagine holding onto it for hours without any arm fatigue, and switching from hand to hand is a simple matter of rotating it 180 degrees when switching. The display instantly rotates, and the page turn buttons also ""follow"", with the top button always used to advance the page, and the bottom button always used to go backward. You can also use the screen to change pages as you always have with earlier touch screen models. The battery on the reader has a lower capacity than the cover's battery, so it runs down faster if you don't have it connected to the case. It's very easy to snap the reader back into its cover, which allows it to recharge while you continue to read. The power button and charge port are located in the upper top-right corner, more or less opposite from where they are on the Paperwhite. I find this location to be less awkward, as it's easier to reach on the top than it is on the bottom edge. The back surface of the reader (not the case) seems to easily attract fingerprints, and they are not so easy to clean off. You'd think that Amazon would have figured out a way to prevent this by now. It's a minor annoyance. Lots of reviewers in the tech press have complained loudly about this model's high price relative to other Kindle models (without ads, it's $310 vs. $139 for an ad-less Paperwhite). Is this a lot of money? Perhaps, but if you are a book addict and value an extremely lightweight reader that's easy on both your arms and your eyes, then I personally think it's worth it. A lot of thought and effort clearly went into designing and building this unit, and the price reflects that. Is it for everyone? Probably not, but there is obviously a market for it when you consider how many months you'll have to wait to get one on Amazon's website. If you are a serious reader, this device deserves a very close look -- I'm definitely keeping mine!",ham
"I got oasis yesterday, very lighweight compared to voyager, screen size comparable, like having actual page turn button, touchscreen seems kinda slow, the on/off button on top is improvement from back of voyager. cover does seem kind of flimsy, but supposed to be leather so will see how it holds up. finding it easier to hold with cover on, then removed. cover doesn't have separate charge port, so all charging is done thru kindle.",spam
BestBuy delivered this on the day of release. Amazon still seems to be back-ordered. It is a great product. Nice and light with uniform screen and snappy performance.,ham
Got this for my wife and she loves it. Compact library on the go for an avid reader.,ham
"Kindle Oasis is phenomenal... It is portable size so it fits almost anywhere when I travel, the book-like screen doesn't bother my eyes after long periods of time of reading, I can modify the font and size to my wants and needs, you can conveniently connect to your Goodreads account to view your bookshelves and all of my purchases sync perfectly. The color Merlot is beautiful and I've had it for three months and traveled with it and there have been no damages. The battery life is so long I have only charged it three times since owning it and I read anywhere from 3-5 hours a day. Completely user friendly.",ham
"Small, light, but comfortable to hold with either hand. If you keep it in airplane mode with medium lighting, the battery last for weeks. Lovin' it so far.",spam
"Would give it a 5 star if the battery lasted as long as they claim. But it's worth the extra charging times for the nice design. So light and easy in your hand especially without the cover. But, using the cover is comfortable as well. The leather cover smells a bit when it arrives but I let it air out for a few days before using it and now it's fine. Nice quality leather and I love the merlot color. The page turn buttons are easier to use than the buttons on the voyage. Screen looks the same even though they claim there are more backlights on this one. I'm very happy with my Oasis.",spam
Almost feels like reading a book in a light comforting way. Easy to carry around. Great on eyes and reading is enjoyable,ham
"When they first announced the Kindle Oasis, I did not have much of a desire to upgrade from my 1st generation Kindle Paperwhite. Just as I felt when they announced the Voyage.I read a lot, so my Kindle travels with me throughout the day most of the time. I have never had an issue with battery life, I have only had it get really low a few times (typically when I was traveling). So again, I originally did not see a lot of the value to the Oasis.As the reviews for the Oasis came out, I started to realize what I did not like about my Paperwhite, and I began to have an interest in upgrading my Paperwhite to the either the Oasis or possibly the Voyage. The main thing I noticed is that I took my Paperwhite out of the Amazon case quite a lot, especially when I was in a seated position. This slight reduction in weight made it much more comfortable to hold for longer reading sessions. I had some other minor issues with my Paperwhite, like when reading in the dark, I couldn't find an adjustment for the light that I preferred (5 was a little too dim and 6 was a brighter than I needed). I decided to pass on the Voyage because I really did not like the case options and the pressure sensitive page turn option.Now that I have the Oasis, I definitely think it was worth it for me. I really appreciate the reduced weight when the cover is off (not to mention the ease of removing the cover compared to the Paperwhite). It provides the same reading experience, although I did get a resolution upgrade compared to my older Paperwhite, which is a plus.The Oasis is really comfortable in my hand, which helps me forget that it is there. When I was holding my Paperwhite with my left hand, at times I would accidentally go back a page, which drove me crazy even though its just a minor inconvenience.I have the black model because it was the only option available unless I was willing to wait a few more months. The build quality of the Oasis and its case is very nice, just like with the Paperwhite and the amazon leather case for it. The only concern I have is how well it will protect the Kindle. I will update the review if I find this to be a problem.I loved my Paperwhite, and I will recommend it to anyone looking to upgrade from an older Kindle or buying one for the first time. It definitely is great and the better buy, but I am glad I decided to order the Oasis. The reduced weight, ergonomic design, and page turn buttons make it worth the added cost.",spam
"I bought 2 and am returning them both. Both had lighting issues. On the first one, one half of the screen had a white/blue tint and the other half was more of a yellow tint. When i flipped the device upside down to rotate to use with my other hand, half of the screen went much darker than the other. I returned it because I had read there were some that had lighting issues and bought another one. My second one was worse. You could see little half moons going down one side. That one also had a much yellower tint overall than the first one.I found it not easy to hold unless it was in the charging case. It was too slippery and, weird to say, small for me. I'm a female with average sized hands.I think what I really did love was the charging case and the size for transport purposes. Maybe when they make a few tweaks and lower the price I might try again.",ham
"With the cover attached, the battery lasts for a good, long period. With the cover detached (which is how I use it primarily), the Oasis is so thin that it is almost weightless in your hand. The ability to switch hands (flip upside down) means one never seems to tire of holding the device to read a book; and, it fits into my pants pocket, again, perfect for traveling. The battery seems to last with heavy usage for at least several days, but I tend to reconnect the cover at night (I am assuming that helps to recharge the basic Oasis battery). Regardless, it was well worth replacing our older Kindle readers with the newer Oasis (we bought two).",spam
Easy to carry in purse or pocket but doesn't do anything better than the cheapest Kindle reader.,ham
"I debated buying the new Kindle Oasis, since I've owned every Kindle since the first release. It was worth the money, as the form factor is the best yet... it's comfortable to hold in one hand, and the text is crisp and easy to read.",ham
"Even when I’m outside in bright sunlight, the words of the book I’m reading are still crystal clear. That alone makes the Kindle Oasis worth what it cost me.The Kindle Oasis wakes up in just seconds, and any book I choose instantly opens, ready to be read.It is the perfect size and isn’t heavy or bulky. I really do read for hours at a time. Sometimes I pace the floor while I read. Sometimes I’m on my elliptical machine when I read. And sometimes I’m sitting down. No matter what I’m doing, the Kindle Oasis remains comfortable to hold, and it is always easy on my eyes.When I receive a book that is in PDF, most of the time I can enlarge the words. If it won’t allow me to enlarge the words, I can change the orientation of the page and the words are automatically larger. I am able to make notes on the book if needed, and I can highlight words and/or passages.My merlot leather cover is attractive. When I flip it open, it is just like opening the cover of a book.How to Make the Battery LastOn the Kindle Oasis page, it says that its “dual-battery charging system delivers months of battery life.” This was a huge thing for me. Instead of having to charge my tablet almost every day, I would be able to read for months without charging the Kindle!Is this how my Oasis has performed? Well, not so much. There are conditions that have to be met for the charge on your Oasis to last for two months.First, you have to limit your reading to thirty minutes a day. That one is impossible for me. There are days that I am only able to read for thirty minutes, but they don’t occur very often. My Kindle goes everywhere with me, and I use just about every spare moment to read.Second, the wireless needs to be turned off. That one is easy to do but not always easy to remember. The only time the wireless needs to be on is to download one or more books.Third, this is based on your light setting at 10. That is way too low for me. I keep my light setting anywhere from 16 to 18.I don’t limit my reading to thirty minutes a day, and I try to remember to keep my wireless turned off. My light setting is kept anywhere from 16 to 18, and I put my Kindle to sleep the second I’m done reading. So how long does a single charge last me? Ten days is the longest a charge has lasted me so far, but it would have kept a charge for several more days if I had remembered to turn my wireless off. Once I succeed in keeping my wireless off, I will let you know how long the charge lasts.Now, I don’t plug it in to charge as soon as the charge on the cover gets low. I allow my cover charge to go as low as it will possibly go and then the Kindle battery will start to drain since it can no longer charge from the cover. I allow it to drain down to about 50% before I plug the cover and Kindle into my computer to charge.The one thing that surprised me was that everything on the Oasis is in black and white. For some reason, I thought that maybe the book covers would appear in color. But since I bought the Oasis to read books on, color isn’t needed.Special offers do appear on my screen but only when my Kindle is going to sleep or waking up. They aren’t a distraction, and to be honest, they are kind of fun to look at. You can pay a higher price so they won’t appear on your Kindle if you would rather not see them.I asked myself some questions once I had my Kindle and knew just how it worked. If I had known before I bought my Kindle Oasis that the charge wouldn’t last for months, would I still have bought it? Yes, I would have. If I had known that everything would appear in black and white, would I still have bought it? Yes, I would have.",spam
Easy to handle. Light weight. I like that it automatically shuts off when the cover is closed.,spam
Bought for my wife to upgrade from the original Kindle that she has worn out. Big step up from the original and should be good for another 8-10 years.,ham
I love the snap on cover that charges the kindle. It is also very light.,ham
"Wife love it, reads a lot and this is her go to reader.",ham
"This is my third Kindle. The best differentiator is the form factor. Definite improvement over the paperwhite. Also like having the page-turn buttons back. Case is very cool indeed. If you can get past the jump in price (remember you're not having to buy the case separately), it's a quality product to have.",ham
"I was so looking forward to this that I bought it right when it popped up as available on Best Buy. This is obviously the most refined Kindle on the market as of now. The ergonomics are just perfect, as there is no other Kindle or any ebook reader for that matter that is as easy to use single handed as this one. Fits perfectly in the palm and the page turn buttons are a joy to use.The charging case can be removed while reading and it snaps back easily, you do not have to deliberately align it properly. Once the case is connected it starts charging the Kindle which prolongs its battery life.In short, if you are an avid reader and can spare $290, this is the Kindle to buy. For occasional readers it might not make sense to spend so much and the Kindle Paperwhite should do just fine.",ham
"I have used Kindle e-readers since Amazon introduced them years ago. All are good products and each new model has been a worthwhile upgrade. The Oasis is no exception, even from the highly touted Voyage model. It is expensive but the lightweight design, improved backlighting and battery cover are worth the additional expense for someone who reads frequently. This is definitely a good investment!",ham
This is my 4th kindle and is easily the best one I've ever had. It is very comfortable to hold and is very compact. I was surprised how small it is but has the same screen size as my other kindles. It may look costly at first but remember you are getting a cover with additional battery.,spam
This is the best kindle ereader yet. The size and weight make it perfect for comfortable reading. You will find yourself reading more books than ever with it.,ham
"Actually easier to hold than a paperback, and might even be lighter!",spam
